dropoff_location_id,dropoff_longitude,dropoff_latitude
0,-73.96259307861328,40.76401138305664
1,-73.78794860839844,40.64458847045898
2,-74.00975799560547,40.70216751098633
3,-73.97476959228516,40.732818603515625
4,-74.004638671875,40.71016311645508
5,-73.9755859375,40.75518798828125
6,-73.9554214477539,40.777000427246094
7,-73.97335052490233,40.790000915527344
8,-73.97868347167967,40.76691055297852
9,-73.99092102050781,40.75117874145508
10,-73.98616790771484,40.73482131958008
11,-73.86260986328125,40.7683982849121
12,-73.96687316894531,40.7886962890625
13,-73.98178100585938,40.758487701416016
14,-73.98719024658203,40.75117874145508
15,-73.96199798583984,40.763790130615234
16,-73.98509216308595,40.74810028076172
17,-73.97913360595702,40.7619514465332
18,-73.98094177246092,40.78200149536133
19,-73.98104858398438,40.752979278564446
20,-73.99171447753906,40.74899291992188
21,-73.97711944580078,40.75442123413086
22,-73.95481872558594,40.76554107666016
23,-73.98374938964845,40.75510025024414
24,0,0
25,-73.95808410644531,40.76485443115234
26,-73.97540283203125,40.75593185424805
27,-73.9427032470703,40.84077835083008
28,-73.9803695678711,40.78356552124024
29,-74.0006103515625,40.73461151123047
30,-73.97946166992188,40.75968170166016
31,-73.97553253173827,40.76361846923828
32,-73.97604370117188,40.7763671875
33,-73.98226928710938,40.75172805786133
34,-73.98084259033203,40.76775360107422
35,-73.97357177734375,40.75762939453125
36,-73.98079681396483,40.75338745117188
37,-74.00325775146483,40.71414566040039
38,-73.98641967773438,40.75133895874024
39,-73.97785186767578,40.7534294128418
40,-74.01004028320312,40.721168518066406
41,-73.96224975585938,40.7730712890625
42,-73.98609924316406,40.740528106689446
43,-73.98046112060547,40.74554061889648
44,-73.97306823730467,40.7584114074707
45,-73.98230743408203,40.74504852294922
46,-73.97359466552734,40.75512313842773
47,-74.00550842285155,40.751014709472656
48,-73.98780822753906,40.74114990234375
49,-73.9831771850586,40.766395568847656
50,-73.95972442626953,40.77386093139648
51,-74.0111312866211,40.7038688659668
52,-74.00559997558595,40.750938415527344
53,-73.96784973144531,40.762798309326165
54,-73.95407104492188,40.77544784545898
55,-73.96846008300781,40.76067352294922
56,-73.98396301269531,40.75481796264648
57,-73.99079895019531,40.7411003112793
58,-74.01029205322266,40.72018814086913
59,-73.9666748046875,40.80574798583984
60,-73.97086334228516,40.75503921508789
61,-73.9962387084961,40.735328674316406
62,-73.97191619873048,40.75984573364258
63,-73.95695495605469,40.783477783203125
64,-73.97173309326173,40.75031661987305
65,-73.94407653808595,40.8013916015625
66,-74.00569915771484,40.726348876953125
67,-73.97111511230467,40.75571441650391
68,-73.98725891113281,40.77027893066406
69,-73.96449279785155,40.773040771484375
70,-73.96244049072266,40.76641082763672
71,-73.97445678710938,40.75913238525391
72,-73.98377990722656,40.76805114746094
73,-73.97366333007811,40.757591247558594
74,-73.9858169555664,40.74401473999024
75,-74.00576782226561,40.75017166137695
76,-73.96227264404298,40.77811813354492
77,-74.00273132324217,40.739349365234375
78,-73.97367858886719,40.75870895385742
79,-73.91277313232422,40.77436447143555
80,-74.01133728027342,40.70233917236328
81,-73.97965240478516,40.76539993286133
82,-73.9719467163086,40.76218032836913
83,-73.96509552001953,40.77074813842773
84,-73.97335815429686,40.761375427246094
85,-73.98597717285155,40.74373626708984
86,-73.99977111816406,40.72581100463867
87,-73.99465179443358,40.74589538574219
88,-73.97285461425781,40.75837326049805
89,-73.99117279052734,40.727733612060554
90,-73.9898681640625,40.74713897705078
91,-73.99485778808595,40.7529411315918
92,-73.99765777587889,40.72174072265625
93,-73.97483825683594,40.75503158569336
94,-74.00791931152342,40.70330810546875
95,-73.97499084472656,40.75814056396485
96,-73.98586273193358,40.753055572509766
97,-73.97305297851561,40.75788879394531
98,-73.9819107055664,40.766578674316406
99,-74.00167846679686,40.70810317993164
100,-73.9729995727539,40.76411056518555
101,-73.95705413818358,40.78934097290039
102,-74.00698852539062,40.72726821899414
103,-73.97949981689453,40.761478424072266
104,-73.9539794921875,40.7874755859375
105,-73.98068237304686,40.775020599365234
106,-73.97960662841797,40.76602935791016
107,-73.97930145263672,40.76647186279297
108,-73.97492218017578,40.749908447265625
109,-73.96968841552734,40.762962341308594
110,-73.95958709716798,40.779876708984375
111,-73.93328857421875,40.79898834228516
112,-73.95976257324217,40.80950546264648
113,-73.97599792480467,40.780471801757805
114,-73.95693969726561,40.78341293334961
115,-73.9478988647461,40.78107070922852
116,-73.98593139648438,40.74066162109375
117,-73.98616790771484,40.74031066894531
118,-73.97315216064453,40.757110595703125
119,-73.97870635986328,40.77262115478516
120,-73.98064422607422,40.75601196289063
121,-73.98175048828125,40.7698631286621
122,-74.0138168334961,40.714370727539055
123,-73.98448181152342,40.74243927001953
124,-73.98188781738281,40.7623291015625
125,-73.94484710693358,40.77961349487305
126,-73.99996948242188,40.72195816040039
127,-73.96825408935547,40.77040100097656
128,-73.96923065185547,40.75777053833008
129,-73.98239135742188,40.75701141357422
130,-74.00994110107422,40.72102355957031
131,-73.96243286132812,40.775821685791016
132,-73.97547912597656,40.74869155883789
133,-73.96623229980467,40.773540496826165
134,-73.986572265625,40.74258041381836
135,-73.9739990234375,40.7586784362793
136,-73.96224975585938,40.7762107849121
137,-73.98683166503906,40.75495910644531
138,-73.97879028320312,40.78256988525391
139,-73.98841094970702,40.748329162597656
140,-73.98155975341797,40.76274871826172
141,-74.00800323486328,40.711959838867195
142,-74.00546264648438,40.70480346679688
143,-73.9801254272461,40.74994659423828
144,-73.97502899169923,40.74163818359375
145,-73.97444915771484,40.75619888305664
146,-73.95152282714845,40.81980514526367
147,-73.97630310058595,40.748348236083984
148,-73.96417236328125,40.80152130126953
149,-73.99442291259764,40.732059478759766
150,-73.955810546875,40.767669677734375
151,-73.97325897216798,40.752418518066406
152,-73.95565795898438,40.76746368408203
153,-73.98120880126953,40.753616333007805
154,-74.00461578369139,40.7418098449707
155,-73.90998077392578,40.77571868896485
156,-73.96510314941406,40.75516128540039
157,-73.99310302734375,40.73644256591797
158,-73.9378662109375,40.69880676269531
159,-73.9505844116211,40.77481842041016
160,-74.00959014892578,40.72005081176758
161,-74.00283813476561,40.71422958374024
162,-73.97628784179686,40.76113128662109
163,-73.97136688232422,40.75783920288086
164,-73.97332000732422,40.757373809814446
165,-73.95977783203125,40.770950317382805
166,-74.00381469726561,40.715576171875
167,-73.97701263427734,40.77487564086913
168,-73.99217987060547,40.694618225097656
169,-74.00820922851561,40.707252502441406
170,-73.97300720214845,40.752662658691406
171,-73.99124908447266,40.73271179199219
172,-73.97423553466798,40.752586364746094
173,-73.95513153076173,40.76485061645508
174,-73.97860717773438,40.75265121459961
175,-74.01048278808594,40.71002960205078
176,-73.9927978515625,40.7581901550293
177,-74.00599670410156,40.74370574951172
178,-73.98827362060547,40.73374938964844
179,-74.01451110839844,40.714168548583984
180,-73.97127532958984,40.79788589477539
181,-73.95744323730467,40.76582717895508
182,-74.01393127441406,40.71480178833008
183,-73.99861145019531,40.639175415039055
184,-73.95629119873048,40.77552032470703
185,-73.9749984741211,40.74763870239258
186,0,0
187,-73.9879150390625,40.74324035644531
188,-73.95871734619139,40.77475357055664
189,-73.99118041992188,40.74870681762695
190,-73.96162414550781,40.75960159301758
191,-73.98585510253906,40.73452758789063
192,-73.95645141601561,40.76324844360352
193,-74.00995635986328,40.71449661254882
194,-73.8726806640625,40.77436065673828
195,-73.98332214355469,40.7563705444336
196,-73.99662017822266,40.72555541992188
197,-74.0130615234375,40.715450286865234
198,-73.97322845458984,40.75945663452149
199,-73.9848403930664,40.7539291381836
200,-73.86170196533203,40.76831817626953
201,-73.98430633544923,40.75494384765625
202,-73.95645141601561,40.78401565551758
203,-73.9690933227539,40.78934860229492
204,-73.98529052734375,40.72364044189453
205,-73.98877716064453,40.7452507019043
206,-73.98023986816406,40.785736083984375
207,-74.00341033935547,40.74347305297852
208,-73.97470855712889,40.761600494384766
209,-73.97732543945312,40.74127960205078
210,-73.96855163574217,40.76472854614258
211,-73.9798583984375,40.762889862060554
212,-74.01403045654298,40.7138900756836
213,-74.00408172607422,40.66056060791016
214,-73.99826049804686,40.73548126220703
215,-74.00773620605469,40.711719512939446
216,-73.99362182617188,40.718692779541016
217,-73.9756317138672,40.75944900512695
218,-73.9522705078125,40.73435974121094
219,-73.97299194335938,40.764251708984375
220,-73.96412658691406,40.77299118041992
221,-73.99578857421875,40.72506332397461
222,-73.9844970703125,40.74021911621094
223,-73.97016906738281,40.76709365844727
224,-73.99079895019531,40.69484329223633
225,-73.9874267578125,40.74060821533203
226,-73.9996566772461,40.75402069091797
227,-73.96926116943358,40.75836944580078
228,-74.01534271240233,40.714385986328125
229,-73.970703125,40.768211364746094
230,-74.00724792480467,40.70480728149414
231,-74.0032501220703,40.749141693115234
232,-73.97848510742188,40.75072860717773
233,-73.86183929443358,40.76850128173828
234,-73.97463989257811,40.758277893066406
235,-73.95756530761719,40.772773742675774
236,-73.96484375,40.77243041992188
237,-73.89098358154298,40.74657440185546
238,-73.97512817382812,40.75618362426758
239,-73.9898910522461,40.744094848632805
240,-73.9719009399414,40.757148742675774
241,-73.97273254394531,40.76487350463867
242,-73.9884262084961,40.72275161743164
243,-73.97260284423827,40.75899124145508
244,-73.98529815673827,40.75315856933594
245,-73.97846221923827,40.78292846679688
246,-74.0062484741211,40.723308563232415
247,-73.9711685180664,40.760929107666016
248,-73.97956085205078,40.759239196777344
249,-73.9925765991211,40.75483322143555
250,-73.99308776855469,40.72266006469727
251,-73.98709869384764,40.77019882202149
252,-74.01354217529298,40.715450286865234
253,-73.9586181640625,40.7812385559082
254,-73.95468902587889,40.80001831054688
255,-73.9792709350586,40.75539016723633
256,-73.98446655273438,40.76978302001953
257,-73.97551727294923,40.75117874145508
258,-73.99018096923827,40.732608795166016
259,-73.95619201660156,40.77904891967773
260,0,0
261,-73.97239685058595,40.75887680053711
262,-73.9813003540039,40.74980163574219
263,-73.97087097167967,40.76129913330078
264,-74.00423431396483,40.751068115234375
265,-73.9661636352539,40.75313949584961
266,-73.99420166015625,40.73500061035156
267,-73.97565460205078,40.77678298950195
268,-73.98631286621094,40.76212692260742
269,-73.9559097290039,40.78392028808594
270,-73.9744644165039,40.76362991333008
271,-73.95861053466798,40.77389907836913
272,-73.9716796875,40.79449844360352
273,-73.97637176513672,40.739570617675774
274,-74.01435089111328,40.71392059326172
275,-73.9679183959961,40.771240234375
276,-73.99639892578125,40.72566986083984
277,-73.98322296142578,40.747608184814446
278,-73.99700927734375,40.72568130493164
279,-73.97737884521484,40.75167846679688
280,-74.00780487060547,40.75156021118164
281,-73.98977661132812,40.7022705078125
282,-73.97910308837889,40.750049591064446
283,-73.97534942626953,40.747859954833984
284,-73.98295593261719,40.7508544921875
285,-73.97421264648438,40.75851821899414
286,-73.98247528076173,40.748432159423835
287,-73.97003173828125,40.76454162597656
288,-73.99320220947266,40.736640930175774
289,-73.7763442993164,40.64556884765625
290,-73.97845458984375,40.7509994506836
291,-73.95435333251953,40.80849456787109
292,-73.95915222167967,40.7747802734375
293,-73.95953369140625,40.77985763549805
294,-73.93666076660156,40.74845123291016
295,-73.98263549804686,40.7296257019043
296,-73.96318054199219,40.77074813842773
297,-74.009765625,40.70976257324219
298,-73.98197937011719,40.755470275878906
299,-73.87291717529298,40.774280548095696
300,-73.9393539428711,40.80435180664063
301,-74.00408935546875,40.71588134765625
302,-73.98763275146483,40.74135971069336
303,-73.99235534667967,40.74916458129882
304,-73.97486877441406,40.752052307128906
305,-73.8724365234375,40.77434158325195
306,-73.99187469482422,40.7515754699707
307,-73.9542236328125,40.76613998413086
308,-73.9771728515625,40.75398254394531
309,-73.97794342041014,40.76354598999024
310,-73.97531890869139,40.75505065917969
311,-74.01033782958984,40.72140502929688
312,-73.97554016113281,40.74106597900391
313,-73.98899841308595,40.73495864868164
